Wind_turbine_name,Ws_avg,P_avg
R80721,5.16,176.48
R80721,1.01,5.67
R80721,2.6199999,-3.28
R80721,0.86,0.0
R80721,7.7399998,912.22998
R80721,0.0,0.0
R80721,5.4,146.14
R80721,1.96,0.0
R80721,5.93,281.22
R80721,7.3699999,620.67999
R80721,1.84,0.0
R80721,6.7199998,415.98999
R80721,0.42,0.0
R80721,1.98,0.0
R80721,7.16,541.32
R80721,4.1,38.19
R80721,10.96,1497.17
R80721,12.76,1870.04
R80721,12.73,1918.42
R80721,7.6900001,809.59998
R80721,1.11,0.0
R80721,13.79,1984.78
R80721,6.3099999,482.01001
R80721,3.05,0.0
R80721,14.1,1961.4
R80721,6.29,505.94
R80721,5.9200001,279.60001
R80721,11.58,1698.45
R80721,8.45,923.42
R80721,10.86,1474.46
R80721,6.3,347.86
R80721,6.3,352.81
R80721,13.8,1931.92
R80721,5.13,190.31
R80721,2.23,-6.5500002
R80721,5.17,29.85
R80721,4.98,95.07
R80721,13.68,1948.64
R80721,4.78,67.1
R80721,6.22,340.2
R80721,5.87,251.97
R80721,10.57,1418.51
R80721,6.05,342.18
R80721,4.8000002,118.06
R80721,3.4000001,-6.7399998
R80721,8.0600004,917.02002
R80721,5.5799999,165.10001
R80721,4.5999999,-6.8099999
R80721,5.5799999,252.78
R80721,6.2800002,413.56
R80721,8.7700005,980.96002
R80721,7.550000199999999,596.94
R80721,6.08,296.74
R80721,4.1799998,52.029999
R80721,6.39,459.33
R80721,6.3200002,459.66
R80721,5.1999998,137.16
R80721,6.42,440.1
R80721,3.6,30.19
R80721,1.1,0.0
R80721,4.7199998,86.669998
R80721,1.13,-3.3
R80721,4.9699998,-4.0
R80721,0.32,0.0
R80721,1.65,-2.8399999
R80721,6.78,516.74
R80721,6.9099998,514.34003
R80721,9.8500004,1346.74
R80721,6.99,471.17
R80721,4.27,47.15
R80721,6.19,322.13
R80721,5.0300002,148.38
R80721,7.6500001,691.94
R80721,6.43,340.24
R80721,5.48,127.75
R80721,10.27,1383.71
R80721,10.6,1432.39
R80721,2.11,0.0
R80721,1.35,-7.52
R80721,4.23,63.130001
R80721,4.7,70.97
R80721,6.0999999,342.45999
R80721,9.6000004,1198.2
R80721,4.65,68.92
R80721,4.6700001,83.949997
R80721,6.5900002,493.42001
R80721,5.3000002,220.44
R80721,4.46,67.4
R80721,11.91,1873.92
R80721,2.3099999,-12.5
R80721,12.94,1988.03
R80721,4.25,68.800003
R80721,2.6300001,-3.2
R80721,5.8100000000000005,271.43
R80721,6.69,498.34
R80721,2.03,-3.28
R80721,6.74,490.59
R80721,5.98,253.08
R80721,5.8499999,312.67999
R80721,6.61,455.35
R80721,7.15,566.28
R80721,7.12,691.22
R80721,5.2600002,122.65
R80721,7.47,729.2
R80721,6.1999998,293.69
R80721,6.71,500.79
R80721,5.1500001,126.24
R80721,8.36,840.35
R80721,7.65,784.63
R80721,6.6300001,502.82001
R80721,8.42,938.44
R80721,6.7,421.17
R80721,6.23,400.37
R80721,6.64,400.05
R80721,9.29,1092.02
R80721,5.8800001,323.87
R80721,9.04,1002.95
R80721,5.19,127.23
R80721,6.9699998,617.15002
R80721,3.89,16.27
R80721,4.58,49.13
R80721,8.8599997,1150.38
R80721,3.27,0.0
R80721,3.85,24.63
R80721,0.0,-8.0100002
R80721,4.74,59.26
R80721,2.48,-7.8600001
R80721,4.38,52.34
R80721,5.21,215.53999
R80721,5.7199998,299.34
R80721,6.8000002,536.96002
R80721,5.6900001,245.47
R80721,3.1900001,-0.20999999
R80721,5.27,193.53999
R80721,6.3899999,406.39999
R80721,4.5600000000000005,78.3
R80721,5.6599998,275.95001
R80721,4.47,65.82
R80721,2.3199999,-4.0900002
R80721,4.62,59.6
R80721,2.3900001,0.70999998
R80721,4.77,61.17
R80721,3.22,7.66
R80721,4.8800001,151.27
R80721,7.1500001,709.37
R80721,1.73,-6.73
R80721,2.02,-7.04
R80721,1.41,-7.6500001
R80721,0.0,-7.1900001
R80721,5.09,123.25
R80721,2.39,0.0
R80721,7.27,633.05
R80721,3.3399999,-4.4099998
R80721,8.05,866.48
R80721,2.11,0.0
R80721,7.54,700.83
R80721,1.49,-7.1300001
R80721,6.75,535.25
R80721,3.3699999,-7.550000199999999
R80721,6.97,525.78
R80721,1.84,-7.3299999
R80721,6.27,319.61
R80721,2.45,0.0
R80721,6.12,306.95
R80721,0.87,-5.9200001
R80721,6.54,439.45
R80721,3.85,12.2
R80721,6.25,357.55
R80721,2.8399999,-6.8800001
R80721,5.26,122.31
R80721,5.02,104.99
R80721,5.48,143.83
R80721,6.05,299.88
R80721,0.88,-2.24
R80721,6.25,328.5
R80721,5.86,298.51
R80721,6.09,318.44
R80721,4.2800002,64.480003
R80721,7.06,609.59
R80721,4.86,138.42
R80721,7.28,690.67
R80721,4.5799999,95.220001
R80721,4.93,160.14
R80721,7.46,707.1
R80721,2.35,0.0
R80721,6.6100001,562.37
R80721,2.5,0.0
R80721,4.52,64.57
R80721,9.2200003,1273.3101
R80721,6.36,385.16
R80721,7.6799998,900.02002
R80721,6.31,339.02
R80721,5.25,88.190002
R80721,5.0,117.85
R80721,5.0999999,147.09
R80721,4.2600002,37.369999
R80721,2.85,0.0
R80721,1.3,-6.6599998
R80721,1.55,-7.2800002
R80721,5.89,268.42
R80721,1.1799999,-8.0299997
R80721,5.0,121.42
R80721,1.66,-7.6900001
R80721,5.86,264.64
R80721,2.6400001,-7.5599999
R80721,1.95,-3.45
R80721,1.8099999,-4.0900002
R80721,4.8699999,118.76
R80721,5.1599998,-7.0799999
R80721,10.49,1548.65
R80721,4.5300002,74.889999
R80721,9.6999998,1253.33
R80721,9.4300003,1184.5699
R80721,4.8000002,128.31
R80721,9.1000004,1199.63
R80721,1.65,-6.6599998
R80721,1.96,-7.1599998
R80721,1.1,-7.3899999
R80721,3.52,34.849998
R80721,7.4899998,632.23999
R80721,7.3400002,619.62
R80721,8.6999998,1051.4
R80721,6.23,317.96
R80721,4.6700001,-7.6900001
R80721,4.3200002,-7.1700001
R80721,6.66,445.55
R80721,4.9000001,-7.800000199999999
R80721,7.5799999,637.33002
R80721,5.2800002,180.72
R80721,5.84,271.82
R80721,6.96,547.77002
R80721,7.2399998,668.98999
R80721,7.71,692.4
R80721,7.7399998,686.10999
R80721,5.25,176.92999
R80721,5.18,151.06
R80721,5.1900001,185.61
R80721,2.72,-2.6400001
R80721,7.59,708.96
R80721,8.5600004,929.5
R80721,5.27,152.42
R80721,6.3699999,434.97
R80721,5.48,208.59
R80721,5.4099998,181.66
R80721,7.01,589.61
R80721,6.2600002,382.76999
R80721,6.37,414.29
R80721,6.3099999,413.39001
R80721,5.84,261.39
R80721,6.3000002,450.79001
R80721,5.38,175.06
R80721,6.77,459.63
R80721,4.64,101.22
R80721,6.1300001,356.38
R80721,5.48,222.34
R80721,6.46,432.37
R80721,6.34,334.51
R80721,5.6700001,269.17999
R80721,5.39,176.15
R80721,5.8099999,327.14001
R80721,4.98,94.66
R80721,10.82,1645.0601
R80721,4.59,72.46
R80721,10.26,1452.25
R80721,5.31,159.59
R80721,6.23,331.03
R80721,4.5999999,94.510002
R80721,5.37,177.37
R80721,6.79,483.13
R80721,3.4000001,-7.8600001
R80721,8.15,940.33
R80721,1.1799999,-7.25
R80721,7.01,574.43
R80721,5.9200001,309.23999
R80721,4.94,167.58
R80721,5.8699999,224.59
R80721,3.95,41.78
R80721,4.96,99.239998
R80721,3.97,-7.0100002
R80721,12.23,1781.54
R80721,3.74,33.29
R80721,7.6799998,756.10999
R80721,7.2199998,632.70001
R80721,0.89,0.0
R80721,5.96,311.10999
R80721,5.6999998,301.60999
R80721,0.63,0.0
R80721,9.8900003,1314.64
R80721,9.3699999,1085.52
R80721,2.19,0.0
R80721,11.33,1613.9399
R80721,10.81,1563.16
R80721,0.0,0.0
R80721,5.5700002,230.77
R80721,6.0700002,345.01999
R80721,2.75,0.0
R80721,5.73,174.35001
R80721,4.3499999,61.919998
R80721,2.31,0.0
R80721,2.3099999,-2.46
R80721,0.0,-1.76
R80721,2.51,0.0
R80721,4.0599999,-8.04
R80721,0.0,-7.550000199999999
R80721,4.65,46.08
R80721,4.61,51.35
R80721,2.23,0.0
R80721,2.66,0.0
R80721,3.79,8.86
R80721,2.4,0.0
R80721,2.6,0.0
R80721,3.1,0.0
R80721,2.41,0.0
R80721,0.0,0.0
R80721,2.91,0.0
R80721,3.87,11.63
R80721,0.81999999,-7.1300001
R80721,4.55,69.44
R80721,1.0599999,-3.53
R80721,6.1500001,400.51001
R80721,4.32,67.03
R80721,4.1500001,54.869999
R80721,4.6999998,117.36
R80721,3.26,4.79
R80721,6.0300002,288.28
R80721,7.54,808.04999
R80721,11.71,1946.5
R80721,6.73,507.28
R80721,0.37,-7.3299999
R80721,10.57,1607.35
R80721,1.15,-6.5700002
R80721,3.5999999,-6.73
R80721,1.3200001,-7.2399998
R80721,4.1500001,-3.0899999
R80721,5.83,281.89
R80721,1.8,-7.3899999
R80721,1.83,-7.3200002
R80721,1.98,-7.02
R80721,1.02,-7.3099999
R80721,7.2,556.21
R80721,1.75,-7.0700002
R80721,7.58,716.51
R80721,0.80000001,-7.25
R80721,0.61000001,-7.1199999
R80721,5.31,178.12
R80721,1.3200001,-7.1799998
R80721,0.0,-7.1399999
R80721,4.1399999,79.889999
R80721,7.35,630.14
R80721,1.45,-7.0799999
R80721,7.29,669.36
R80721,4.6,93.67
R80721,6.49,367.31
R80721,6.31,247.09
R80721,6.06,342.43
R80721,1.91,0.0
R80721,1.28,0.0
R80721,2.43,0.0
R80721,2.51,0.0
R80721,0.35,0.0
R80721,2.12,0.0
R80721,0.0,0.0
R80721,2.5700000000000003,0.0
R80721,0.08,0.0
R80721,2.34,0.0
R80721,2.07,0.0
R80721,1.88,0.0
R80721,3.98,30.35
R80721,4.07,30.01
R80721,4.8,117.5
R80721,3.07,11.89
R80721,4.14,56.8
R80721,4.88,135.51
R80721,3.64,17.82
R80721,3.07,0.64
R80721,3.49,0.0
R80721,5.86,272.75
R80721,3.77,31.18
R80721,2.67,0.0
R80721,3.75,24.44
R80721,6.43,408.93
R80721,2.31,0.0
R80721,3.47,0.0
R80721,1.64,0.0
R80721,0.0,0.0
R80721,0.0,0.0
R80721,2.43,0.0
R80721,1.52,0.0
R80721,2.52,0.0
R80721,1.95,0.0
R80721,3.87,12.6
R80721,3.85,23.55
R80721,4.27,37.5
R80721,5.97,336.0
R80721,4.91,148.92
R80721,4.32,47.69
R80721,4.84,80.68
R80721,4.69,68.32
R80721,4.59,59.53
R80721,4.34,29.68
R80721,2.63,0.0
R80721,2.56,0.0
R80721,4.59,68.18
R80721,1.37,0.0
R80721,0.07,0.0
R80721,5.64,230.23
R80721,1.57,0.0
R80721,5.2,207.61
R80721,0.28,0.0
R80721,4.72,119.89
R80721,6.06,302.29
R80721,3.67,10.95
R80721,6.89,491.74
R80721,1.67,0.0
R80721,7.45,632.33
R80721,4.85,90.11
R80721,6.86,486.26
R80721,5.12,104.19
R80721,6.21,347.57
R80721,4.44,51.46
R80721,5.63,216.25
R80721,3.31,0.0
R80721,6.03,263.06
R80721,8.0,736.05
R80721,6.88,456.15
R80721,4.93,134.19
R80721,6.36,416.24
R80721,6.57,437.85
R80721,7.83,757.53
R80721,7.94,825.31
R80721,1.58,0.0
R80721,0.16,0.0
R80721,0.34,0.0
R80721,3.06,0.0
R80721,1.73,0.0
R80721,4.14,17.08
R80721,2.66,0.0
R80721,2.8200000000000003,0.0
R80721,0.23,0.0
R80721,3.5700000000000003,0.0
R80721,4.45,57.98
R80721,4.5,56.71
R80721,6.95,554.34
R80721,7.93,819.85
R80721,7.91,803.14
R80721,7.33,645.13
R80721,5.25,149.41
R80721,5.49,173.45
R80721,5.46,217.5
R80721,5.7,241.22
R80721,5.94,283.02
R80721,5.74,245.6
R80721,5.5600000000000005,156.39
R80721,4.66,73.29
R80721,4.59,58.26
R80721,4.38,13.63
R80721,6.48,318.21
R80721,5.08,107.03
R80721,4.96,100.79
R80721,4.51,37.08
R80721,3.83,10.09
R80721,4.01,8.56
R80721,4.21,60.28
R80721,6.68,436.27
R80721,6.88,486.49
R80721,5.51,198.54
R80721,7.21,543.43
R80721,6.3,408.72
R80721,5.72,269.15
R80721,4.91,81.25
R80721,2.6,0.0
R80721,4.24,56.14
R80721,3.99,46.99
R80721,4.37,37.31
R80721,5.6,207.44
R80721,4.71,60.53
R80721,5.7,274.09
R80721,5.0,100.99
R80721,7.79,728.64
R80721,6.83,380.46
R80721,2.95,0.0
R80721,3.09,0.0
R80721,4.57,84.01
R80721,4.12,22.97
R80721,9.9,1321.7
R80721,8.65,1011.23
R80721,5.77,232.23
R80721,7.05,546.57
R80721,6.86,503.32
R80721,10.13,1319.34
R80721,9.67,1124.05
R80721,4.88,87.35
R80721,9.34,1120.02
R80721,3.75,0.0
R80721,9.6,1221.97
R80721,5.43,170.82
R80721,7.88,742.98
R80721,2.79,0.0
R80721,6.61,370.1
R80721,5.49,191.95
R80721,0.0,0.0
R80721,5.37,151.59
R80721,6.36,351.77
R80721,6.26,287.97
R80721,5.82,265.76
R80721,6.14,326.17
R80721,7.7,708.67
R80721,5.18,121.51
R80721,6.87,458.92
R80721,6.52,436.11
R80721,5.17,149.76
R80721,4.72,77.85
R80721,4.88,101.57
R80721,5.7,190.59
R80721,5.25,107.56
R80721,5.69,242.05
R80721,6.55,412.47
R80721,4.74,85.52
R80721,2.47,0.0
R80721,3.0,0.0
R80721,2.11,0.0
R80721,3.34,0.0
R80721,5.44,164.57
R80721,4.53,85.93
R80721,7.61,756.82
R80721,8.03,780.44
R80721,5.14,143.31
R80721,2.28,0.0
R80721,4.44,68.99
R80721,2.2,0.0
R80721,4.7,83.16
R80721,4.74,80.84
R80721,5.24,164.07
R80721,4.74,98.14
R80721,5.42,194.61
R80721,6.13,300.27
R80721,5.55,207.49
R80721,6.18,271.59
R80721,0.37,0.0
R80721,0.0,0.0
R80721,0.0,0.0
R80721,0.36,0.0
R80721,1.76,0.0
R80721,1.53,0.0
R80721,1.85,0.0
R80721,5.23,167.96
R80721,5.5600000000000005,223.88
R80721,4.09,53.58
R80721,2.26,0.0
R80721,1.95,0.0
R80721,5.96,296.53
R80721,5.11,113.66
R80721,5.27,188.99
R80721,6.04,235.2
R80721,4.98,104.61
R80721,4.49,63.05
R80721,5.34,162.82
R80721,6.79,404.88
R80721,6.69,426.86
R80721,6.69,461.59
R80721,9.49,1190.5
R80721,8.7,1023.56
R80721,7.56,606.55
R80721,7.59,668.48
R80721,6.29,353.79
R80721,4.3,62.39
R80721,6.93,501.65
R80721,5.93,291.61
R80721,4.62,41.37
R80721,7.66,708.24
R80721,7.23,641.9
R80721,7.68,770.21
R80721,5.07,140.95
R80721,6.77,447.52
R80721,5.26,109.26
R80721,6.17,314.95
R80721,5.1,123.24
R80721,3.56,2.49
R80721,2.14,0.0
R80721,8.41,1000.88
R80721,2.48,0.0
R80721,9.55,1226.13
R80721,1.91,0.0
R80721,9.53,1055.92
R80721,8.24,821.36
R80721,6.87,544.13
R80721,7.24,652.77
R80721,6.6,451.65
R80721,8.56,980.53
R80721,8.57,959.56
R80721,5.76,280.15
R80721,7.7,791.33
R80721,6.7,536.84
R80721,3.83,24.34
R80721,0.92000002,-7.0500002
R80721,0.8899999900000001,-7.02
R80721,0.46000001,-2.8099999
R80721,0.87,-6.48
R80721,5.8200002,307.87
R80721,1.91,-3.0699999
R80721,4.5100002,102.26
R80721,9.0500002,1332.49
R80721,0.34999999,-6.8099999
R80721,1.0700001,-6.5500002
R80721,0.47,-7.02
R80721,0.0,-6.77
R80721,1.0700001,-7.1799998
R80721,1.42,-6.77
R80721,3.55,-6.77
R80721,3.23,-7.2800002
R80721,1.48,-4.1199999
R80721,1.48,-6.75
R80721,0.0,-6.8099999
R80721,1.7000000000000002,-6.96
R80721,3.21,-3.7
R80721,5.66,252.58
R80721,1.71,-7.4299998
R80721,6.55,436.56
R80721,6.0,347.9
R80721,6.98,560.24
R80721,7.98,816.5
R80721,9.5,1247.63
R80721,8.65,987.72
R80721,7.77,803.13
R80721,7.41,680.89
R80721,6.85,545.38
R80721,7.26,676.58
R80721,8.0,870.57
R80721,0.0,0.0
R80721,1.79,-6.9699998
R80721,1.71,-7.3299999
R80721,3.5599999,-6.77
R80721,0.91000003,-6.8299999
R80721,1.2,-7.3200002
R80721,5.1100001,-2.96
R80721,1.55,-6.7199998
R80721,0.0,-7.5700002
R80721,4.8200002,121.47
R80721,0.87,-3.03
R80721,6.4499998,496.53
R80721,1.45,-6.8200002
R80721,0.0,-6.6700001
R80721,2.5999999,-3.8599999
R80721,2.71,-8.0200005
R80721,3.01,-3.04
R80721,0.88,-2.9100001
R80721,5.6199999,-6.5700002
R80721,6.02,416.29001
R80721,6.75,592.04999
R80721,0.0,-6.5999999
R80721,3.3099999,-8.2399998
R80721,1.8200001,-7.550000199999999
R80721,1.85,-7.0700002
R80721,4.0900002,-6.8400002
R80721,4.8099999,113.92
R80721,4.8099999,-2.6199999
R80721,3.75,-3.6500001
R80721,4.2600002,70.989998
R80721,5.0700002,101.23
R80721,10.27,1381.67
R80721,2.3800001,-6.6500001
R80721,1.33,-1.54
R80721,6.44,425.66
R80721,6.52,520.73999
R80721,6.73,505.08
R80721,7.48,649.65002
R80721,5.45,252.45
R80721,6.3699999,444.70999
R80721,6.38,401.7
R80721,5.9699998,344.60001
R80721,4.93,108.99
R80721,3.95,-7.0100002
R80721,4.8400002,-7.1900001
R80721,5.02,154.59
R80721,5.2,196.87
R80721,1.77,0.0
R80721,3.13,9.85
R80721,2.23,0.0
R80721,0.5,0.0
R80721,2.75,0.0
R80721,6.8000002,438.73001
R80721,5.2,141.44
R80721,9.6800003,1340.64
R80721,7.0799999,643.21997
R80721,0.8,0.0
R80721,2.15,0.0
R80721,2.53,0.0
R80721,9.6800003,1255.46
R80721,8.3000002,862.58002
R80721,1.98,-6.54
R80721,1.45,-2.8199999
R80721,2.78,-3.78
R80721,6.3099999,489.25
R80721,4.46,91.089996
R80721,5.4000001,223.61
R80721,4.9899998,149.03999
R80721,1.55,-6.79
R80721,7.9299998,797.96002
R80721,7.0999999,626.01001
R80721,5.4000001,166.60001
R80721,2.83,10.42
R80721,8.2200003,836.83002
R80721,6.3899999,424.04999
R80721,6.41,298.84
R80721,5.1900001,187.94
R80721,1.75,0.0
R80721,2.71,0.0
R80721,5.82,161.65
R80721,0.8,0.0
R80721,4.01,14.88
R80721,5.34,122.1
R80721,5.51,180.77
R80721,5.34,138.81
R80721,4.99,102.04
R80721,4.28,53.71
R80721,2.39,0.0
R80721,3.53,0.05
R80721,4.59,53.32
R80721,7.17,572.02
R80721,4.58,77.7
R80721,5.22,149.2
R80721,5.42,171.33
R80721,6.09,321.84
R80721,4.61,66.89
R80721,3.79,27.47
R80721,6.26,356.49
R80721,3.48,0.0
R80721,2.51,0.0
R80721,2.84,5.42
R80721,3.63,4.22
R80721,3.73,15.16
R80721,7.55,691.19
R80721,6.19,356.27
R80721,5.13,99.35
R80721,7.05,498.03
R80721,7.21,576.49
R80721,6.11,272.55
R80721,6.36,374.8
R80721,7.09,491.3
R80721,5.82,221.44
R80721,6.47,360.83
R80721,6.08,294.94
R80721,3.96,26.99
R80721,4.49,66.6
R80721,3.81,13.74
R80721,4.96,100.72
R80721,6.99,473.11
R80721,7.95,709.81
R80721,1.36,0.0
R80721,2.32,0.0
R80721,2.09,0.0
R80721,4.5600000000000005,63.43
R80721,2.44,0.0
R80721,5.71,139.08
R80721,5.74,225.12
R80721,5.17,167.77
R80721,5.63,240.21
R80721,5.1,146.12
R80721,5.09,141.0
R80721,4.6,82.89
R80721,0.67,0.0
R80721,1.77,0.0
R80721,3.35,0.0
R80721,6.67,432.37
R80721,6.52,397.47
R80721,6.73,395.03
R80721,9.26,1085.2
R80721,10.9,1515.51
R80721,7.63,686.98
R80721,5.87,274.34
R80721,7.17,604.06
R80721,7.56,749.14
R80721,7.65,759.78
R80721,7.17,593.89
R80721,6.95,539.02
R80721,7.3,666.1
R80721,5.9,311.02
R80721,6.71,502.44
R80721,5.46,208.63
R80721,5.23,172.22
R80721,6.72,540.86
R80721,8.27,1022.98
R80721,5.52,233.47
R80721,5.14,170.24
R80721,3.72,28.33
R80721,4.38,60.63
R80721,4.22,53.5
R80721,3.19,0.0
R80721,1.33,0.0
R80721,2.53,0.0
R80721,2.58,0.0
R80721,2.8200000000000003,0.0
R80721,3.48,13.28
R80721,2.11,0.0
R80721,2.3,0.0
R80721,5.15,172.97
R80721,2.59,0.0
R80721,2.75,0.0
R80721,2.03,0.0
R80721,6.01,276.91
R80721,0.48,0.0
R80721,1.85,0.0
R80721,6.71,378.24
R80721,2.61,0.0
R80721,5.44,179.5
R80721,2.29,0.0
R80721,6.2,301.32
R80721,1.77,0.0
R80721,1.96,0.0
R80721,3.93,31.66
R80721,2.65,0.0
R80721,6.26,275.59
R80721,2.94,0.0
R80721,4.0,31.94
R80721,5.29,121.32
R80721,6.48,405.28
R80721,4.84,102.49
R80721,5.17,147.25
R80721,5.59,189.43
R80721,5.03,122.73
R80721,5.33,131.58
R80721,5.65,182.39
R80721,5.6,259.99
R80721,6.68,522.26
R80721,5.14,124.86
R80721,7.64,791.77
R80721,6.58,514.52
R80721,1.19,0.0
R80721,6.06,285.1
R80721,5.44,238.45
R80721,5.26,188.35
R80721,3.09,0.0
R80721,5.84,289.98
R80721,5.36,190.73
R80721,4.71,98.12
R80721,4.59,86.89
R80721,4.42,75.34
R80721,4.43,76.93
R80721,4.65,110.73
R80721,4.65,83.11
R80721,5.04,104.12
R80721,4.82,70.53
R80721,5.49,221.58
R80721,6.88,548.68
R80721,5.83,304.22
R80721,4.61,86.22
R80721,4.26,46.79
R80721,4.45,60.93
R80721,5.41,172.54
R80721,5.84,239.88
R80721,5.61,189.46
R80721,2.54,0.0
R80721,5.57,212.01
R80721,4.38,54.81
R80721,2.39,0.0
R80721,2.67,0.0
R80721,4.18,43.23
R80721,5.05,123.56
R80721,3.85,24.64
R80721,4.26,40.97
R80721,5.88,258.99
R80721,5.67,287.45
R80721,3.52,22.17
R80721,6.09,327.93
R80721,5.46,219.57
R80721,5.76,173.06
R80721,7.1,609.68
R80721,6.4,414.03
R80721,6.28,391.55
R80721,2.26,0.0
R80721,6.86,594.16
R80721,6.03,354.01
R80721,4.77,100.22
R80721,5.22,171.54
R80721,5.88,253.1
R80721,8.09,819.27
R80721,3.7,16.55
R80721,7.42,649.31
R80721,6.5600000000000005,428.54
R80721,3.34,0.0
R80721,5.83,308.78
R80721,4.8100000000000005,94.31
R80721,4.4,55.69
R80721,5.55,202.52
R80721,5.98,225.79
R80721,6.01,335.91
R80721,6.21,375.78
R80721,7.59,685.86
R80721,6.2,409.6
R80721,8.82,1060.14
R80721,7.57,710.92
R80721,6.85,507.11
R80721,8.78,1085.27
R80721,9.0,1073.12
R80721,7.68,709.08
R80721,7.9,791.22
R80721,6.73,516.59
R80721,7.36,632.71
R80721,5.78,309.55
R80721,6.79,543.35
R80721,9.06,1115.31
R80721,8.11,865.37
R80721,7.98,904.2
R80721,6.45,386.93
R80721,6.76,485.23
R80721,7.84,771.18
R80721,7.1,659.97
R80721,7.27,637.66
R80721,7.35,645.3
R80721,6.9,530.46
R80721,5.52,203.12
R80721,9.15,1078.72
R80721,7.04,582.2
R80721,6.85,567.11
R80721,6.65,522.29
R80721,8.05,886.26
R80721,7.74,849.09
R80721,7.33,674.78
R80721,8.01,806.11
R80721,10.66,1509.78
R80721,8.59,1026.96
R80721,6.97,458.67
R80721,9.7,1366.95
R80721,8.6,1025.14
R80721,7.04,473.84
R80721,8.51,937.58
R80721,9.74,1220.68
R80721,8.68,1013.11
R80721,8.16,900.41
R80721,7.5,648.83
R80721,5.77,316.14
R80721,6.62,446.78
R80721,5.95,345.84
R80721,7.32,640.41
R80721,6.13,389.28
R80721,5.38,226.43
R80721,5.1,188.61
R80721,3.96,39.11
R80721,5.03,156.64
R80721,3.84,11.07
R80721,5.12,166.25
R80721,5.13,125.57
R80721,4.6,95.44
R80721,5.08,125.98
R80721,6.11,268.08
R80721,5.59,243.13
R80721,5.6,196.94
R80721,6.13,278.41
R80721,5.5,145.41
R80721,4.8100000000000005,134.98
R80721,4.73,112.58
R80721,5.09,157.68
R80721,5.5,236.55
R80721,5.22,186.48
R80721,4.87,120.89
R80721,4.97,124.91
R80721,4.8,127.94
R80721,5.3,187.28
R80721,5.33,208.73
R80721,4.79,98.06
R80721,4.75,84.06
R80721,4.89,113.94
R80721,4.61,92.92
R80721,4.82,108.82
R80721,4.89,94.77
R80721,3.24,0.0
R80721,5.61,185.86
R80721,7.78,764.98
R80721,7.5,670.88
R80721,8.78,956.52
R80721,7.19,615.81
R80721,5.34,179.53
R80721,6.4,372.73
R80721,5.22,179.48
R80721,5.47,207.34
R80721,0.54,0.0
R80721,1.81,0.0
R80721,0.74,0.0
R80721,0.09,0.0
R80721,1.93,0.0
R80721,2.88,0.0
R80721,3.24,0.0
R80721,2.33,0.0
R80721,2.18,0.0
R80721,2.51,0.0
R80721,2.04,0.0
R80721,1.33,-2.47
R80721,5.3600001,502.26001
R80721,6.0799999,378.45999
R80721,7.78,761.97
R80721,4.8499999,157.42
R80721,6.68,496.61
R80721,6.82,520.18
R80721,5.9400001,370.25
R80721,4.59,93.29
R80721,5.0999999,159.72
R80721,2.33,0.0
R80721,4.5700002,103.08
R80721,1.6800000000000002,0.0
R80721,5.23,159.53999
R80721,4.1999998,49.66
R80721,3.82,20.2
R80721,2.9200001,-2.74
R80721,5.72,240.42
R80721,6.5599999,414.14999
R80721,6.04,399.01999
R80721,6.65,435.98
R80721,2.51,-2.6900001
R80721,6.6100001,530.10999
R80721,5.02,95.940002
R80721,2.42,0.0
R80721,4.8499999,144.42
R80721,10.49,1416.76
R80721,0.0,0.0
R80721,5.6799998,225.92
R80721,15.14,2011.84
R80721,1.31,0.0
R80721,3.0,-2.1400001
R80721,0.63,0.0
R80721,3.8599999,39.73
R80721,1.18,0.0
R80721,2.53,-3.0599999
R80721,2.29,0.0
R80721,6.4400001,444.14999
R80721,5.4899998,250.78
R80721,5.28,157.14
R80721,2.1600001,-3.54
R80721,5.77,237.58
R80721,4.77,109.24
R80721,6.4000001,474.28
R80721,6.17,285.07
R80721,0.19,-2.6099999
R80721,6.5799999,437.29001
R80721,8.4799995,920.41998
R80721,0.0,-1.92
R80721,6.29,451.16
R80721,7.1300001,684.58002
R80721,4.8899999,130.09
R80721,6.8000002,676.34998
R80721,6.1700001,404.82999
R80721,3.0599999,-3.03
R80721,9.0,1178.1899
R80721,5.3800001,181.03999
R80721,6.3899999,482.48999
R80721,5.96,335.32001
R80721,7.0500002,611.66998
R80721,9.1599998,1175.17
R80721,11.48,1649.85
R80721,6.3899999,440.69
R80721,6.9099998,483.09
R80721,6.9899998,575.39001
R80721,12.7,1822.88
R80721,6.04,316.37
R80721,5.9699998,354.34
R80721,5.9899998,353.82001
R80721,4.0900002,54.41
R80721,0.0,-2.1400001
R80721,1.16,-2.03
R80721,5.3699999,231.82001
R80721,7.0900002,659.78998
R80721,6.0,323.59
R80721,6.29,420.82999
R80721,7.3899999,682.60999
R80721,6.8699999,562.62
R80721,6.2800002,340.06
R80721,8.6000004,973.03003
R80721,7.1500001,731.28998
R80721,7.3299999,720.76001
R80721,4.5100002,70.110001
R80721,5.4899998,212.5
R80721,5.4099998,197.19
R80721,8.79,921.45001
R80721,8.8000002,1022.44
R80721,10.08,1368.24
R80721,0.0,-1.51
R80721,9.1300001,1096.14
R80721,4.52,85.25
R80721,9.7399998,1358.24
R80721,1.97,-2.9400001
R80721,2.6500001,-2.6800001
R80721,2.96,-2.75
R80721,3.1600001,-2.6700001
